utility,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9
0.226852914,9,10,4,10,7,2,0,0,1,8
0.647804489,3,7,2,10,5,9,4,8,6,6
0.442341432,7,4,4,8,8,9,9,1,10,0
0.375412388,4,2,1,2,9,1,6,3,6,7
0.606575591,7,5,5,9,3,9,1,3,5,5
0.828465096,7,5,8,2,6,5,5,9,5,8
0.462316684,3,3,7,7,2,4,6,5,5,0
0.573565098,2,5,1,6,6,9,9,3,5,7
0.642318568,6,6,6,3,1,9,5,3,6,4
0.374000797,5,2,8,3,4,0,2,9,9,2
0.38721456,6,5,5,5,2,6,0,2,9,1
0.416765192,10,3,7,6,10,0,10,3,5,4
0.276655229,0,9,4,8,1,4,9,0,5,9
0.535272142,4,10,10,9,3,5,9,7,9,1
0.528894762,8,0,1,6,8,10,7,9,6,10
0.324869901,2,8,1,1,9,7,0,8,7,6
0.194798054,1,0,5,9,9,5,9,0,8,1
0.358468363,3,0,2,9,7,3,2,8,3,7
0.381018081,3,9,9,0,2,7,2,7,2,7
0.299037259,6,2,10,2,3,1,2,0,10,4
0.497257997,5,8,0,6,6,0,10,10,9,9
0.452968961,3,6,3,0,3,6,3,10,5,10
0.767034776,7,6,2,6,9,3,10,6,4,5
0.231787166,8,4,10,3,0,10,2,5,4,0
0.373920036,6,6,1,1,2,8,7,8,1,1
0.493293801,7,5,3,5,5,3,1,10,2,9
0.546889856,0,5,7,9,7,10,10,3,7,10
0.297147149,8,3,3,1,1,5,6,7,5,0
0.208102442,2,0,4,4,8,10,2,0,4,7
0.203980315,10,9,8,4,1,0,6,1,9,2
0.500114761,4,6,2,1,8,7,5,8,1,5
0.351306507,8,1,4,6,6,8,8,0,3,2
0.230313704,7,0,7,5,5,1,2,10,1,8
0.227015405,2,1,4,9,2,0,8,5,6,1
0.324004396,6,10,10,10,9,9,4,2,0,0
0.2420797,1,3,3,0,8,0,7,4,3,3
0.280523827,7,8,3,5,5,1,0,2,8,1
0.411402665,10,2,4,5,5,0,2,9,3,2
0.551594149,2,7,2,8,8,2,4,1,2,5
0.454640358,9,9,2,0,10,9,9,7,7,3
0.499963876,6,9,8,3,8,9,3,7,8,0
0.262642422,10,5,0,5,1,10,5,4,0,7
0.29556453,5,5,1,0,2,2,10,6,4,4
0.52839938,4,6,10,8,7,0,5,6,2,7
0.301869611,0,8,2,2,2,8,2,1,5,9
0.398462676,6,10,2,1,6,7,9,3,1,9
0.147543339,1,2,2,10,0,3,9,6,7,0
0.376045238,10,8,8,3,7,8,1,7,4,0
0.248736361,6,1,10,8,0,5,4,3,4,1
0.527441563,3,9,0,3,4,4,5,8,10,4
0.552067403,2,3,7,5,2,3,4,10,9,6
0.707496576,3,5,3,4,2,10,8,6,6,3
0.37086769,3,8,8,5,10,2,4,0,8,2
0.228839821,2,1,2,4,0,10,7,5,6,10
0.434757263,8,8,1,8,3,1,1,3,5,5
0.890894297,9,8,3,6,6,7,10,9,4,9
0.68305866,7,7,4,10,8,8,7,1,10,6
0.615892708,6,10,6,10,2,7,6,7,4,2
0.266981986,6,1,3,10,4,0,4,2,10,4
0.623319603,5,6,10,3,8,4,8,1,4,9
0.397510292,9,9,1,1,2,5,9,5,2,2
0.184496022,1,3,0,5,1,0,9,8,4,6
0.562854718,5,1,3,3,10,3,6,9,7,5
0.461787348,7,2,2,2,1,2,5,7,9,7
0.200203713,6,5,3,0,1,0,5,5,1,7
0.418233196,4,8,2,1,8,1,7,3,3,6
0.5408336,8,0,8,3,10,6,8,7,3,6
0.712364,3,6,6,3,6,3,2,10,2,3
0.289041318,8,1,8,4,9,1,3,7,0,8
0.374683426,6,3,4,10,1,0,4,3,7,5
0.405966096,1,0,5,3,5,9,5,6,10,4
0.385564629,9,3,0,7,8,3,7,8,3,1
0.498207054,7,1,1,4,9,6,8,9,9,8
0.799855983,5,10,6,4,5,8,2,10,8,8
0.375505169,4,9,8,1,0,3,6,6,4,7
0.384236657,9,7,6,10,7,4,7,2,0,2
0.261398378,3,1,6,3,9,5,1,7,9,0
0.836395826,6,5,8,6,10,7,6,9,6,2
0.787859683,10,5,3,9,9,7,6,9,9,3
0.353550148,2,4,1,6,1,8,2,5,10,6
0.335403618,4,10,3,9,2,9,0,2,2,4
0.422017046,1,2,5,6,7,9,2,10,1,6
0.443192109,6,5,10,4,10,6,0,1,6,5
0.337316522,3,2,5,6,3,0,1,7,4,10
0.340846541,5,9,3,7,0,9,1,4,10,8
0.520869033,3,2,9,10,7,7,9,0,9,10
0.43179072,0,8,8,8,8,9,0,5,3,4
0.629490557,4,4,5,5,10,5,3,1,5,2
0.412863216,4,3,3,7,7,10,0,5,9,2
0.327658511,5,2,9,2,5,8,8,7,0,1
0.483377171,8,3,10,4,6,1,3,9,2,6
0.465352498,9,7,9,7,9,9,1,9,2,0
0.487399695,1,9,5,1,6,7,8,6,2,8
0.621094248,9,2,8,3,5,8,6,2,10,9
0.492403624,3,3,4,1,2,0,3,9,3,3
0.191138854,7,1,1,4,0,1,10,7,8,3
1,6,9,7,5,7,7,7,6,6,9
0.526158256,3,10,9,1,6,3,9,4,3,6
0.493271173,4,6,6,6,0,9,1,9,8,6
0.243929434,1,7,0,2,2,2,6,3,9,10
0.542258978,3,4,0,5,3,4,10,6,5,2
0.831131401,8,5,9,9,5,5,2,4,8,4
0.538222812,9,10,1,7,7,3,10,5,3,6
0.466429221,4,5,5,1,4,1,0,4,5,6
0.200738226,4,10,3,1,10,7,1,1,10,0
0.3210224,3,0,8,10,1,3,3,10,9,8
0.540278714,9,1,3,8,5,9,5,8,2,7
0.619618759,6,10,7,2,6,4,9,3,9,6
0.366475251,3,3,2,0,6,6,4,7,3,1
0.337569927,6,2,10,7,0,9,4,3,2,2
0.129436006,1,6,10,1,3,2,0,10,3,0
0.522702211,3,1,7,3,9,5,6,7,4,2
0.452310693,10,8,1,2,2,10,3,6,6,7
0.435879651,5,8,4,6,10,0,6,4,2,9
0.504449958,4,5,3,9,5,2,9,5,0,7
0.275856281,8,2,0,8,2,9,5,10,1,4
0.661016334,1,8,6,4,10,7,8,6,9,4
0.347066791,8,5,3,2,0,4,5,1,2,5
0.454503941,5,4,7,1,10,4,7,6,4,0
0.174714324,1,2,7,3,8,4,0,10,5,0
0.250203862,10,10,10,8,4,0,1,1,4,2
0.302566556,3,6,10,0,5,1,4,5,7,1
0.43652488,7,5,6,3,9,9,9,2,0,7
0.423977396,10,3,3,9,1,6,10,9,1,7
0.258026865,0,2,10,2,10,5,1,9,4,2
0.433998331,0,8,8,7,1,5,8,1,6,8
0.163127035,0,8,1,0,3,10,10,2,4,9
0.467256832,5,4,5,3,3,8,10,2,1,1
0.311587379,7,2,1,10,10,8,5,4,0,5
0.486790805,10,2,8,4,5,1,5,9,8,7
0.591717915,9,8,8,1,10,10,7,6,1,7
0.231620156,9,2,10,10,0,0,10,8,2,5
0.397891374,5,4,0,4,2,2,3,10,7,9
0.678741875,7,8,5,5,9,1,7,6,5,6
0.232057002,6,10,0,3,0,2,7,10,4,4
0.27643967,1,4,3,1,9,10,7,4,0,7
0.671958525,2,10,8,7,2,4,4,6,5,5
0.465467114,10,9,8,5,0,9,5,8,2,10
0.788930849,5,5,6,3,8,8,8,9,6,2
0.202087461,7,0,1,10,4,1,10,2,4,7
0.567859399,2,10,10,10,3,4,9,2,4,6
0.202721784,6,8,0,4,3,5,3,9,1,0
0.553065396,1,5,9,3,8,6,1,4,8,6
0.341587177,0,3,3,10,1,10,9,6,4,8
0.470053357,4,9,5,4,4,2,6,8,0,9
0.342627578,1,0,6,9,2,9,6,10,7,4
0.582994455,8,2,2,10,8,4,3,7,4,8
0.429661786,1,5,6,4,10,0,5,7,7,10
0.334876097,10,8,6,3,2,2,4,0,6,9
0.174416055,2,0,10,3,2,1,1,0,7,2
0.453355551,3,1,2,7,9,6,6,5,6,1
0.522405372,7,4,9,7,9,3,1,8,8,1
0.687363472,8,5,6,8,10,8,10,2,9,2
0.210690012,2,2,0,5,2,0,7,2,3,0
0.216815107,4,0,8,5,9,0,10,0,9,6
0.131311031,7,9,3,1,10,3,7,0,1,0
0.495890515,5,3,6,3,9,1,6,8,2,6
0.131012613,0,8,9,0,5,1,4,7,4,0
0.39674146,7,2,8,0,8,2,4,4,8,7
0.356677077,2,3,8,8,8,1,5,1,1,4
0.30949525,4,5,10,10,3,1,3,4,0,9
0.257054482,0,2,9,6,9,1,6,5,0,8
0.205647681,8,0,1,1,9,0,6,6,5,8
0.394272787,7,10,8,0,2,10,2,4,7,6
0.426751816,9,10,10,0,9,5,7,4,5,1
0.304838426,9,5,2,6,9,6,1,2,2,0
0.413792682,2,0,7,4,2,7,5,6,4,9
0.569365572,0,6,7,4,2,6,4,6,7,10
0.582941444,5,4,4,8,3,2,2,9,10,10
0.421413703,3,1,1,1,8,6,6,5,2,2
0.573800164,6,8,0,7,3,10,4,5,9,7
0.149603569,6,0,6,0,2,9,4,0,4,8
0.438485792,8,7,0,1,10,10,8,10,10,2
0.286081032,6,3,2,6,10,7,10,0,9,1
0.420365836,7,5,4,4,0,5,5,0,8,6
0.404068368,0,1,1,2,3,4,3,2,5,5
0.311351605,1,0,1,10,10,8,4,5,9,7
0.569113605,5,6,1,2,3,5,10,10,7,6
0.440195751,10,7,3,9,9,8,4,5,0,2
0.238525349,10,1,10,0,1,8,6,7,2,1
0.066666983,0,5,0,8,0,0,1,1,10,5
0.427128936,6,4,7,3,0,5,3,9,2,2
0.168235209,3,1,1,2,7,6,0,3,0,1
0.557832341,9,6,10,3,3,8,7,0,10,7
0.353243443,5,1,5,4,0,6,7,2,8,9
0.726579173,10,8,8,2,9,10,10,5,5,8
0.39494285,9,3,10,3,1,7,6,9,10,1
0.433622217,8,9,9,3,1,10,7,10,1,5
0.453092879,8,1,3,7,1,7,7,8,3,1
0.316014114,6,4,2,1,10,8,1,7,8,1
0.259016721,2,2,9,10,1,10,10,2,0,1
0.198615154,3,3,8,2,1,3,2,6,0,0
0.263184686,2,1,1,4,7,8,6,7,0,4
0.456045889,2,8,8,2,8,9,0,6,6,6
0.238017628,0,6,7,5,6,0,10,3,0,9
0.648051172,7,2,2,2,3,2,4,5,2,10
0.464083405,3,1,10,8,9,10,5,3,2,5
0.514328062,5,10,4,3,4,7,6,0,7,8
0.426496652,2,4,10,7,8,0,2,7,8,4
0.531705141,10,9,9,8,1,3,8,10,3,3
0.56060781,10,5,2,8,2,6,10,10,5,8
0.128412195,8,10,4,1,5,7,8,0,0,0
0.402301636,1,7,5,1,4,2,7,1,3,8
0.304631717,0,0,7,2,9,9,5,8,9,5
0.172211696,10,0,3,0,3,6,2,1,6,5
0.487411481,1,6,4,4,7,7,10,1,3,8
0.81347256,9,6,8,6,10,3,10,6,4,4
0.153894394,2,2,0,2,0,3,9,10,0,3
0.472679307,9,9,8,10,4,6,1,0,5,5
0.382390163,3,4,1,7,10,4,1,8,2,6
0.529753257,1,9,6,10,8,1,7,6,1,7
0.650033726,5,2,5,4,5,1,9,6,3,6
0.507941723,3,1,10,8,7,7,3,10,2,8
0.298421467,5,3,2,8,1,0,7,9,9,8
0.169753889,0,7,3,1,1,8,5,6,0,10
0.30965653,6,3,3,2,4,6,10,1,5,0
0.426069221,8,1,7,7,4,7,10,1,6,2
0.243795717,5,6,7,0,9,1,3,9,2,1
0.427121327,5,7,10,0,3,5,8,2,6,8
0.255479992,10,0,1,9,6,4,0,6,8,10
0.394280081,1,2,6,3,1,7,10,2,5,9
0.337956543,5,9,5,7,3,0,7,10,2,2
0.526693331,10,7,7,8,5,2,1,3,8,5
0.36310755,7,2,3,2,5,2,4,0,8,6
0.140031539,1,2,5,1,3,0,0,8,7,8
0.525341039,7,6,7,0,5,0,6,7,7,5
0.287793582,3,10,3,2,5,0,3,10,1,4
0.310302736,8,2,1,7,10,6,0,2,10,5
0.455908388,9,3,3,2,2,7,9,1,8,7
0.248413384,2,8,0,0,2,5,5,8,4,2
0.511232077,6,4,5,10,5,7,4,2,8,0
0.156840162,10,1,0,8,4,2,0,7,3,10
0.82436565,9,3,6,10,6,6,5,5,5,9
0.240671078,5,1,4,3,8,1,1,1,6,0
0.712342475,5,7,4,5,9,9,2,3,8,5
0.469288326,5,8,3,10,1,10,8,1,9,5
0.521298013,9,9,7,6,0,5,10,5,8,2
0.908655727,10,7,6,8,7,4,4,3,7,5
0.408503052,3,0,3,6,3,9,5,7,4,10
0.744048076,5,10,6,8,6,8,2,3,7,4
0.345577631,0,1,9,1,9,9,1,7,7,10
0.472345178,9,9,8,6,7,0,2,8,3,4
0.353175938,9,2,2,6,2,0,8,10,4,5
0.412006346,0,5,6,3,2,10,4,2,6,9
0.380187474,7,10,4,3,0,8,8,10,1,8
0.366531646,3,8,7,1,2,4,3,5,1,10
0.387574443,4,1,10,1,8,1,4,7,3,5
0.670994826,8,4,8,2,10,7,2,8,4,6
0.586238726,8,5,6,8,5,10,5,0,9,3
0.539877908,2,1,7,5,8,7,7,7,4,2
0.883358566,10,8,6,9,7,4,6,9,6,10
0.441668125,4,10,3,8,1,8,1,9,5,5
0.777887625,4,5,7,5,3,7,5,3,5,9
0.106496928,2,0,7,9,2,0,2,1,0,3
0.354762323,4,10,8,1,6,5,3,0,8,10
0.224158655,10,8,0,4,10,9,0,3,8,0
0.319377135,0,5,4,2,2,8,5,7,0,2
0.176225389,7,5,9,2,1,0,0,3,9,3
0.458976733,3,6,4,9,9,1,7,4,1,5
0.379109602,2,1,1,9,4,5,10,2,6,3
0.174313245,2,6,4,5,0,9,5,2,0,1
0.180853704,4,10,2,2,0,1,5,3,0,2
0.467900097,8,0,3,2,7,9,6,7,8,10
0.245350125,7,10,10,0,1,2,3,10,3,4
0.411063098,4,4,4,2,1,5,3,8,0,6
0.750408576,5,5,2,5,5,10,10,4,7,7
0.803740369,7,10,9,7,5,9,8,3,10,5
0.566086041,5,10,6,2,2,2,2,3,7,7
0.464782102,2,4,10,1,9,3,7,4,4,5
0.350751187,4,5,5,0,0,6,8,3,5,7
0.140159493,8,4,9,1,0,4,5,0,3,1
0.272912438,4,6,4,0,10,7,9,2,4,0
0.396060668,6,7,10,0,2,2,4,6,6,6
0.312633368,4,10,2,3,5,8,1,9,9,0
0.237592217,2,1,8,8,1,2,0,7,4,10
0.288208725,3,6,10,8,4,6,10,0,4,0
0.286572946,5,7,0,5,0,4,1,7,9,9
0.358936978,2,1,8,8,1,7,5,1,9,10
0.797238217,5,7,3,5,7,4,10,5,6,5
0.586733394,0,6,3,6,9,9,3,5,9,5
0.349365954,0,5,3,1,10,3,1,4,5,3
0.53149959,10,9,7,1,2,5,7,3,9,6
0.510012494,4,2,6,3,3,8,1,8,7,9
0.526681801,8,4,7,1,10,3,2,8,8,7
0.904675977,10,8,9,6,7,4,5,5,6,8
0.28187803,0,9,7,10,10,3,1,10,1,3
0.315595269,1,4,3,4,2,7,8,9,0,3
0.342195117,3,7,9,4,1,1,2,9,10,6
0.71184,5,3,6,6,2,4,4,4,2,2
0.236886558,10,10,10,0,4,0,8,0,10,8
0.269532038,1,2,0,3,9,4,5,6,1,5
0.2934897,10,7,0,4,10,3,8,4,2,1
0.620832733,10,9,0,4,6,9,7,10,10,6
0.432745227,8,8,5,4,0,6,6,4,0,5
0.901188021,9,9,4,4,6,9,6,4,7,6
0.132916229,9,0,0,4,5,7,9,4,0,2
0.267235594,3,3,10,8,8,5,3,9,0,0
0.310974216,9,7,2,9,2,10,6,1,9,0
0.332099746,4,7,3,4,9,2,2,3,1,0
0.358893026,7,2,1,7,0,5,9,9,8,8
0.354821146,7,8,2,7,7,0,3,9,10,1
0.292717249,3,1,6,9,0,6,3,1,3,5
0.718801211,9,4,4,10,8,6,8,3,2,6
0.643348632,6,5,5,1,5,5,7,2,7,4
0.594059667,9,8,4,1,6,5,10,5,3,3
0.287728887,2,0,1,2,5,6,6,1,3,3
0.396005971,1,8,5,1,10,1,6,4,4,4
0.531359837,3,0,6,9,5,6,3,4,6,9
0.192095645,3,4,5,6,1,8,0,0,7,2
0.203372136,0,8,2,4,7,8,4,1,0,3
0.258366523,3,5,0,5,5,0,4,10,1,3
0.411229243,9,3,10,7,1,2,4,3,2,10
0.145821707,1,0,3,5,2,1,7,8,0,7
0.173810552,5,0,6,5,6,0,10,0,9,3
0.378995735,1,5,10,6,7,9,5,1,0,9
0.633557776,6,4,8,1,4,4,3,1,5,4
0.498651443,8,4,4,2,9,1,2,9,6,5
0.528147381,5,10,10,4,7,1,4,3,9,5
0.417883566,10,7,2,8,4,9,5,8,0,2
0.381412675,1,5,7,5,2,10,4,9,5,0
0.587076746,9,2,8,2,5,9,5,10,3,10
0.266329313,6,1,0,3,1,10,10,3,6,4
0.520771334,3,6,5,0,6,6,4,2,9,8
0.655065517,8,7,2,8,10,4,9,3,6,7
0.418292982,9,7,2,9,1,9,4,1,6,5
0.359905276,5,9,4,9,0,1,3,3,5,4
0.424065049,9,6,5,10,4,1,3,0,4,5
0.483044666,4,6,10,1,3,7,7,2,6,4
0.670593177,2,3,6,7,5,10,2,6,6,3
0.153459795,0,1,0,10,3,8,9,2,3,4
0.301831193,2,5,0,10,6,4,7,0,5,3
0.427936359,2,4,4,2,8,2,2,4,10,0
0.16840921,0,2,1,8,0,2,4,9,6,9
0.351622295,7,0,1,1,6,10,9,5,9,9
0.352214753,9,8,5,2,5,7,1,8,8,0
0.334644022,4,1,9,0,8,8,3,3,5,7
0.070067599,10,3,1,10,0,0,3,1,6,0
0.449701893,7,4,6,9,6,0,0,7,4,5
0.280673338,2,10,4,2,1,0,5,10,4,2
0.404360584,1,8,5,10,4,10,6,4,0,4
0.839499138,6,4,7,5,3,6,7,5,8,3
0.456228065,9,1,8,3,4,8,1,6,7,3
0.752703264,1,10,5,8,10,5,8,10,8,5
0.485116744,1,4,4,7,1,5,1,7,1,5
0.460348759,8,3,0,5,7,2,5,3,2,3
0.479836344,7,9,1,6,3,10,2,3,7,6
0.333799599,2,7,8,10,3,6,5,3,2,0
0.305518189,4,8,9,2,4,0,0,6,9,7
0.173884921,9,1,0,2,8,10,2,5,9,0
0.285943522,1,3,0,7,1,8,3,9,7,4
0.386367781,9,0,6,4,7,9,3,1,6,4
0.2920648,2,4,8,7,1,2,0,3,8,9
0.624085622,8,10,3,7,10,7,8,10,4,1
0.276139841,8,10,9,6,6,9,0,6,0,0
0.29280871,6,0,7,10,5,0,7,5,3,3
0.600567953,0,3,3,5,8,10,7,7,6,7
0.309496736,7,7,3,7,10,10,0,7,0,2
0.477145282,7,10,3,4,3,2,10,5,6,1
0.630073201,1,4,9,4,6,6,8,2,9,4
0.6205533,4,3,4,6,10,1,8,5,6,3
0.429209722,1,2,7,7,2,2,7,9,8,1
0.751499606,5,5,9,5,6,3,10,10,5,8
0.280783369,3,10,3,0,1,2,6,3,4,10
0.245198587,5,9,0,9,9,0,0,6,4,10
0.195564108,1,3,10,8,0,8,5,0,3,3
0.461803489,8,6,10,0,9,5,8,8,0,9
0.647731874,9,7,2,3,6,8,10,9,5,4
0.55969407,6,10,3,5,10,7,9,8,0,7
0.741594497,4,6,2,10,4,8,4,7,5,3
0.165197562,0,6,4,2,1,3,1,6,1,0
0.624026163,0,6,9,4,4,6,9,9,5,4
0.412137078,1,1,6,10,7,8,9,7,1,2
0.471677749,1,9,5,2,9,10,9,6,1,5
0.35206548,4,1,1,8,6,4,10,9,10,2
0.515844182,6,7,9,7,7,4,8,0,2,4
0.259619302,2,2,7,4,0,0,7,4,3,4
0.599124947,9,10,8,5,3,1,4,7,3,6
0.236949477,3,10,3,10,0,8,3,0,4,8
0.256462808,9,6,0,4,9,1,0,4,7,10
0.235423004,7,5,3,2,6,0,4,0,4,1
0.950941516,10,7,9,5,5,6,9,8,7,10
0.39536865,10,10,3,3,1,1,10,9,10,5
0.730911428,5,8,8,7,8,7,3,7,0,8
0.360031811,0,5,7,1,4,1,7,6,6,7
0.316888172,2,1,3,8,8,4,7,10,0,10
0.224191492,9,7,2,0,8,8,6,2,4,0
0.288329069,4,7,0,8,2,6,3,9,4,0
0.126794001,3,2,9,1,0,10,0,1,8,5
0.556094598,8,3,9,6,9,6,1,3,2,9
0.338918265,2,2,4,10,10,0,8,9,5,7
0.265644099,9,10,4,2,9,0,1,7,3,10
0.562087346,10,5,3,8,3,8,1,4,9,3
0.248473416,3,7,1,3,0,8,7,6,0,7
0.354088989,0,10,6,8,7,0,3,6,2,6
0.352648069,7,0,5,9,0,10,6,10,5,6
0.177998989,4,0,6,6,5,0,4,8,2,0
0.571106573,3,6,6,4,8,7,9,0,5,9
0.078928778,1,0,0,7,0,6,6,1,9,1
0.398778584,10,2,3,0,4,10,5,9,3,3
0.074113344,5,8,1,0,4,9,1,0,1,0
0.281574931,4,10,10,1,0,4,8,2,3,4
0.736188854,5,9,10,6,3,3,6,6,10,10
0.37067921,6,10,7,0,3,6,1,9,4,5
0.264848614,8,0,0,6,2,4,7,4,9,8
0.847345166,6,4,6,9,6,4,10,7,8,4
0.350008309,8,7,1,1,10,6,2,1,7,4
0.5562591,5,8,1,4,3,2,2,4,5,9
0.396380874,2,1,6,9,7,6,0,6,6,9
0.838384464,10,9,6,10,8,8,5,4,10,6
0.544820047,5,1,7,5,2,4,4,10,9,6
0.709595308,5,5,10,10,6,10,7,4,1,5
0.41166661,0,4,8,9,8,7,7,3,10,1
0.493769628,3,3,8,4,7,6,10,0,5,6
0.243481447,7,2,3,0,2,0,2,3,9,7
0.577971105,9,8,4,7,4,9,3,1,9,7
0.381596817,6,8,0,1,10,6,6,7,6,2
0.387046462,5,9,6,2,1,2,10,2,1,4
0.393423339,8,9,8,4,6,1,3,0,7,7
0.365582896,0,5,9,2,9,8,9,9,6,1
0.352434456,2,4,8,3,1,2,9,1,10,10
0.416236091,1,7,3,9,2,8,2,9,10,3
0.415573083,5,6,7,4,6,10,10,7,1,0
0.582140068,7,7,7,7,3,8,10,0,3,6
0.205526183,0,7,6,10,7,3,3,1,4,0
0.444947713,0,7,8,9,4,9,2,8,3,3
0.156065553,0,5,1,0,9,5,10,6,0,5
0.28728034,3,1,6,1,3,0,4,9,6,7
0.254158869,9,9,3,1,1,8,0,3,6,10
0.267670385,1,7,2,0,6,7,4,5,7,0
0.167062148,1,6,5,0,3,0,7,3,1,8
0.263193849,6,2,2,1,5,10,8,9,0,8
0.514326356,7,2,5,0,6,4,7,5,4,2
0.725190683,8,7,1,10,9,9,8,10,8,4
0.673188278,2,2,6,6,8,10,2,5,8,5
0.486266833,4,9,2,7,5,8,9,5,6,0
0.873663658,6,10,5,6,10,6,3,10,8,5
0.420838471,8,2,0,2,2,10,6,6,5,9
0.326238601,3,0,10,5,9,5,2,7,2,8
0.502918451,9,5,0,5,4,10,9,6,10,3
0.208262549,2,9,0,7,5,10,5,0,9,1
0.05054664,2,8,1,0,9,0,0,0,3,3
0.508610758,5,1,9,2,5,4,9,3,7,4
0.386205562,1,7,2,6,10,5,8,4,0,8
0.492080465,6,6,3,2,6,6,9,4,0,9
0.404490119,2,1,1,1,7,2,9,2,6,9
0.100362545,7,4,1,0,0,8,6,7,1,0
0.16388684,0,3,8,4,0,2,10,6,10,1
0.412996333,6,10,10,2,8,5,9,3,7,0
0.167863781,0,9,0,8,2,9,3,10,1,2
0.130070695,0,0,8,9,9,1,1,0,8,7
0.297919874,9,2,6,10,0,9,4,8,10,1
0.508495185,9,6,6,4,10,3,0,6,8,3
0.67771384,6,0,4,5,7,9,9,7,6,7
0.475831116,9,6,1,4,8,7,10,6,5,1
0.422399158,8,7,1,1,9,1,5,7,6,2
0.574222249,7,8,8,3,4,9,4,1,5,8
0.451672299,1,5,9,9,6,5,1,2,10,4
0.326268435,6,2,1,1,10,1,6,5,10,3
0.235237116,10,1,1,4,0,6,9,7,1,8
0.731690431,5,9,10,7,9,3,2,8,7,7
0.419098283,0,6,8,3,2,6,6,4,1,7
0.679389416,2,3,6,9,4,10,10,4,7,10
0.346173962,2,4,2,8,0,5,10,6,2,5
0.833776886,3,2,5,4,6,5,9,3,3,4
0.702241909,7,8,6,5,9,4,7,0,7,9
